activity,coef_0_x,coef_1_x,coef_2_x,coef_3_x,coef_4_x,coef_5_x,coef_6_x,coef_7_x,coef_8_x,coef_9_x,coef_10_x,coef_0_y,coef_1_y,coef_2_y,coef_3_y,coef_4_y,coef_5_y,coef_6_y,coef_7_y,coef_8_y,coef_9_y,coef_10_y,coef_0_z,coef_1_z,coef_2_z,coef_3_z,coef_4_z,coef_5_z,coef_6_z,coef_7_z,coef_8_z,coef_9_z,coef_10_z
1,2.7818897763985371,4.4506025004613701,3.0276918306381351,4.5157968088554377,2.9279654032297171,5.4766611638241116,1.9383024976314445,0.0,0.0,0.0,0.0,8.1226030452576783,10.932794698124408,9.5201883649905472,10.120127967731301,10.059514190622618,9.8777865002489165,10.162614991888917,0.0,0.0,0.0,0.0,0.055252615877343113,-0.79772931621774479,-0.08328621716095376,-0.85943230927504521,-0.68464694427624129,-0.25638169088401536,-1.4293957013038738,0.0,0.0,0.0,0.0
1,5.4004499780943513,3.2532356520710439,4.2367636335610328,3.4836486196131844,3.4863636269838545,3.9273951394034849,2.0652387309560836,0.0,0.0,0.0,0.0,9.7934434322183339,9.9886689458115185,9.9793245534994686,9.7557762931355452,10.092417155925595,10.087325382560044,10.306665503127945,0.0,0.0,0.0,0.0,-0.21764903194634899,-0.30557676673532391,-0.51906975007585388,-1.0476587050094135,0.18838051884410231,-1.4561473914705265,-0.26345556104885215,0.0,0.0,0.0,0.0
1,4.3268139219340105,3.37417472105715,3.1584900304837573,3.2803360727505217,3.2507936773321831,3.8784553299835993,2.8536146596986391,0.0,0.0,0.0,0.0,9.9608034038386606,10.054117529204781,10.222319951505941,10.387617138617125,10.16491891110023,9.8633310040817257,10.462933511918058,0.0,0.0,0.0,0.0,-0.88636964062166812,-0.12463252064898778,-0.69487546790506827,-1.0914497115024968,-0.72975192499624197,-0.52803286761833745,-0.5542284354896273,-0.71780662945956464,0.0,0.0,0.0
1,3.2952715715998755,3.869429432514123,2.3331568246371814,3.5438077057559476,2.5984446525215383,3.9016087498939811,0.96069921839717665,0.0,0.0,0.0,0.0,9.3410397889964241,10.710860768621172,10.27552700547591,9.9642050025979625,10.499871485660805,9.8666579831550933,10.798870348104403,0.0,0.0,0.0,0.0,-1.5165889315776886,1.3701365127072616,-1.5292567538790056,-0.46691929020442124,-0.79975857249965043,0.16905822860217951,-1.6047917019107354,0.0,0.0,0.0,0.0
1,4.3855487908943243,2.26891922098529,3.9006173741045274,2.4154380119578254,3.6283632439810218,1.8266146715367138,4.2576832981869028,0.0,0.0,0.0,0.0,9.3949289701134742,10.768336960312411,10.018424818629995,10.26552612177405,10.188114395068423,10.551633726754547,9.6868805659788642,0.0,0.0,0.0,0.0,-0.19003699789970888,-0.82651670540646904,-0.11037497526298579,-0.36578164503774502,-1.1218797608490509,-0.34474180397931059,-0.55134514030744997,0.0,0.0,0.0,0.0
1,1.8019627389662567,2.9932428414400225,2.9654313846829163,2.2132020351652772,2.4776622610739039,2.4437046983982902,1.9410455253342942,1.467786980717094,0.0,0.0,0.0,10.974048343024293,9.9322587085071206,10.405476666287061,10.377752372507944,9.9409715429967616,11.107293083965995,9.4281578489032523,0.0,0.0,0.0,0.0,-1.1306042346055705,-0.24726694862746157,-0.51548036475581704,-0.69603612381644098,-0.73804535723052667,-0.27226352629306583,-0.75722020458374661,0.0,0.0,0.0,0.0
1,3.9810237366540338,1.1948063237551458,3.0427091312774914,1.6815907014759748,3.0572289948109583,1.6059968242290745,3.5993334023732189,0.0,0.0,0.0,0.0,10.895538962780591,9.9259969567556006,10.56291775755129,10.214335694043701,10.088651624369318,10.44016771696001,9.8836878704672646,0.0,0.0,0.0,0.0,-0.3667424162778295,-0.72380120350319233,-0.44326660877221341,-0.8544761389169877,-0.035841857482856253,-1.2857921923330167,0.55707023823313762,0.0,0.0,0.0,0.0
1,2.8739607330689645,2.0764048732902456,2.3628970906292452,2.5046397955481732,2.6095166291045984,2.3444045628488865,1.8058173067402152,0.0,0.0,0.0,0.0,11.333938661730247,9.6610769204231417,10.639602149527926,10.22767308168741,10.350654051828814,10.837047502746461,9.2706585344178531,0.0,0.0,0.0,0.0,-1.0263811715253428,0.38714587392755273,-0.85051531773526023,-0.047587520107535745,-0.88408911729057227,-0.20466835877140593,-1.3100642485565415,0.0,0.0,0.0,0.0
1,3.8742556208854597,1.8429590424206899,2.1247143336021108,2.3140542389579695,2.4662631147416993,2.1842576998305829,0.92449464740535858,0.0,0.0,0.0,0.0,11.620896566326424,9.4416760200613119,10.667390296711215,10.207205324578554,10.462947667758188,10.692806316845099,9.9883752219081217,0.0,0.0,0.0,0.0,0.93618195982611296,-1.4247535195396981,-0.10054084443630672,-0.49884485232592085,-0.42729644628421343,-0.29949786803911543,-0.80577029148581381,0.0,0.0,0.0,0.0
1,3.6506421427220008,1.5908936082729299,2.2062528433347355,2.5645509047264725,1.0163603404191168,3.012184166743328,-0.00058709534399578025,0.0,0.0,0.0,0.0,10.979316272665919,10.276096416903309,10.526814805124896,10.175109298911527,10.843270856879741,10.039644924495374,11.032753015090611,0.0,0.0,0.0,0.0,0.34707588330172995,-0.58837370115750298,-0.85880821957516562,0.0043547273370787357,-1.4034438007737293,0.35025549615938695,-1.1460053819536844,0.0,0.0,0.0,0.0
1,2.9719489032199093,1.9458323036438669,1.5349267474787118,1.8617797717585511,1.6241624321675121,2.426286923410502,1.3306170673164113,0.0,0.0,0.0,0.0,9.9559651096699984,10.580836556850397,10.373819812960216,10.579641529054751,10.352421700332506,10.383072272451571,10.734017046169576,0.0,0.0,0.0,0.0,-0.88761092490674509,-0.16876912445856393,-0.63134339733202871,-0.27645307917627637,-0.65085921342839592,-0.44887483741306244,-0.39415206575754264,0.0,0.0,0.0,0.0
1,1.9314942595336839,2.0534667844860492,1.6623332146110965,2.0154048812692236,1.5699995887877924,2.9092964123616563,1.0182512773838068,0.0,0.0,0.0,0.0,9.890465535146836,10.720706292142214,10.114463431708877,10.024396388234329,11.04044409341607,9.1788994646425515,11.075322594644181,0.0,0.0,0.0,0.0,-0.82978343853819636,-0.45054850311161243,-1.0234549711119958,-0.59483832254437585,-0.53022464644035838,-0.42731206883091488,-0.37630251393067021,0.0,0.0,0.0,0.0
1,2.6749240778158989,1.806547101951173,1.9512189329426246,2.5549003722020318,1.5449592323511159,2.471542954264498,0.10843930827176243,0.0,0.0,0.0,0.0,9.712588143352562,10.827592751349581,10.283288817220789,10.622246473525694,10.027981223878456,11.490342355802943,9.9726656490151093,0.0,0.0,0.0,0.0,0.081238718329511378,-1.1903892518331027,-0.25661272579426253,-0.22277861624659961,-0.69930730667546792,-0.32067119710534814,-0.70186373685007908,0.0,0.0,0.0,0.0
1,3.5640391695486784,0.85766821068754151,1.6535889956302374,1.3933686763759512,1.1213708114278798,2.6404221973413957,0.21595547500659101,0.0,0.0,0.0,0.0,10.490094916866267,10.495469534526629,10.653090554094138,10.315621120863316,10.279734539185721,10.829198015405279,9.9216373329315566,0.0,0.0,0.0,0.0,0.16535307472985877,-0.61302746499299665,-0.64939117815132519,-0.20806984177339746,-0.12735101961533435,-0.21804975367196236,-0.75614503312388259,0.0,0.0,0.0,0.0
1,3.1324731908699754,1.4883143034513093,1.3228931639906034,1.4510141338795339,1.4002128266876603,2.2696779334334232,0.43390061898130078,0.0,0.0,0.0,0.0,10.702205143110566,10.786074490105245,10.404243980652161,11.001259117503178,9.7488459193325596,11.274967400707476,9.3112286491014267,0.0,0.0,0.0,0.0,0.22939836474624944,-0.40075961580095032,-0.36255737889562417,-0.18285459198698023,-1.0872010098165734,0.62339995204100673,-1.2490023216599657,0.0,0.0,0.0,0.0
1,3.1504498864756414,1.2205906769869521,2.1285999554866333,1.521684524206635,1.4477718335341945,2.0280989042697519,1.0002923197166351,0.0,0.0,0.0,0.0,11.49472803521879,9.9035121101421169,10.961362851068456,10.111420579119464,10.8865342471088,10.52936718662208,9.8546431277416424,0.0,0.0,0.0,0.0,0.11825133466051647,-0.67783643745329969,-0.44513823369445854,-0.44491286063930324,-0.036805867296528127,-0.13015369716368605,-0.84174785323462198,0.0,0.0,0.0,0.0
1,2.7105745393841776,1.2928734439211624,1.8330793322407564,1.5898719473620178,1.8878571313344503,0.72998067664710076,1.8056324812216011,0.0,0.0,0.0,0.0,12.188190975037143,9.3294402045820206,11.297280855443592,10.359529540736988,10.334586944400975,11.093876660879605,9.5129291567295962,0.0,0.0,0.0,0.0,0.22531479608973509,-0.55611021808546346,-0.21451774289984948,-0.6335499131874911,-0.33852391073025923,-0.68980500587732196,-0.74695994551200984,0.0,0.0,0.0,0.0
1,3.2892606321041598,0.34131836187026471,2.7896329070285857,-0.088608101160087396,2.6857126402869498,-0.8857851664672034,3.8874483004769096,0.0,0.0,0.0,0.0,12.121804168537309,9.3411581053067128,11.329913374934021,10.274621682901177,10.887516308226699,10.295236695479847,10.799987741698914,0.0,0.0,0.0,0.0,-0.37816641860455458,-0.44252159546418085,-0.55906734783959022,-1.0010180096421848,-0.73472498339425651,-0.9644484738493605,-0.22828215804865612,0.0,0.0,0.0,0.0
